접수일,처리부서,접수번호,청구제목,청구내용,결정구분,처리기간
2024-04-17,해솔시 일자리경제과,FOI-2024-01669,너울천 산책로 안전 난간 설치 공사의 수의계약 내역 (1669호),"산책로의 출입 구간에 안전 난간 설치 공사가 수의계약으로 진행되었습니다. 고령자로서 산책 낙상 위험이 걱정되며, 특히 설치 위치와 난간 높이을 확인하여관리 차원에서 알고 싶습니다.",공개,17
2025-08-14,온빛시 재무회계과,FOI-2025-01670,빛솔광장 일대 공원 벤치 교체 용역 입찰 참여 현황 (1670호),"광장 주변 벤치 일괄 교체 용역에 입찰 지원을 고려하고 있습니다. 전직 경매사로서 새로운 분야에도 관심을 가지고 있으며,했을 경우 사유를 파악할 수 있도록 입찰 평가 기준과 선정 결과를 반드시 확인해야 합니다.",부분공개,2
2025-08-20,빛솔시 아람구 일자리경제과,FOI-2025-01671,샘물동 생활권 어린이시설 보수 용역 수의계약 사정 (1671호),"단지에 설치된 놀이시설 정기 보수 용역이 수의계약으로 체결되었습니다. 아이들과 함께 하는 주민으로서 안전 점검이 제대로 이루어지는지 확인해야 하며, 특히 상반기와 하반기 범위 차이를 알고 싶습니다.",부분공개,12
2023-10-11,라온군 재무회계과,FOI-2023-01672,푸른마루 교차로 주변 지하차도 배수 펌프 교체 공사 (1672호),교차로 지하차도의 배수 펌프 교체 공사가 수의계약으로 수행되었습니다. 보험 사무원으로서 시설 관리의 적정성을 검토하는에서 해당 계약의 업체 선정 사유와 사후 관리 기간을 확인하고 싶습니다.,공개,5
2023-05-31,해솔시 일자리경제과,FOI-2023-01673,가온로 보행구간 음영지대 가로등 입찰 결과 (1673호),"가로등 음영 지대에 대한 공사에 입찰 지원했으나 선정되지 못했습니다. 전직 항공기 조립원으로 세밀한 계획을 세우는 경력이 있으며, 사유를 분석하여 향후 다른 입찰에 적용하고 싶습니다.",부분공개,10
2023-03-26,온빛시 일자리경제과,FOI-2023-01674,새빛시장 주변 쓰레기수거 용역 수의계약 세부 내역 (1674호),"시장 주변 음식물 쓰레기 수거 용역이 수의계약으로 재계약을 맺었습니다. 시장 위생 문제가 걱정되며, 특히 수거도와 세차 방법을 확인하여 생활 관리 차원에서 알고 싶습니다.",부분공개,10
2025-03-02,도담군 재무회계과,FOI-2025-01675,한울초 주변 통학로 어린이구역 지정 및 포장 공사 (1675호),"초등학교 주변 통학로를 어린이보호구역으로 지정하고 포장 공사를 진행했습니다. 보험 사무원으로서 교통사고 risc 관리에 관심이 많으며, 특히 제한턱 설치 위치와 규제 표지판 현황을 확인하고 싶습니다.",공개,12
2022-11-24,빛솔시 아람구 행정지원과,FOI-2022-01676,시립직무체험 프로그램 운영 기관 채용공고 및 지원자격 기준 공개 청구 (1676호),현재 구직활동 중인 상태로 시 직무체험 프로그램 참여 기관의 직원 채용공고를 확인하고 싶습니다. 최근 샘물동 생활권 내 직무체험 위탁기관에서 신규 채용이 있을 것으로 파악되어 지원자격 기준과 채용절차를 알고 싶습니다.,비공개,19
2024-11-16,가람시 새빛구 행정지원과,FOI-2024-01677,고령자 취업지원사업 참여자 선정 기준 및 배분방안 공개 (1677호),새빛시장 주변에서 개최된 취업박람회 취업성공패키지 부스에서 고령자 취업지원사업 참여자 선정 기준에 대해 설명을 들었으나 구체적 점수 산정방식과 배분 방안이 공개되지 않아 정확한 지원 가능 여부를 확인하고자 합니다.,부분공개,8
2023-01-09,너울시 물빛구 행정지원과,FOI-2023-01678,종합청년센터 놀이시설 체험 프로그램 강사 채용 절차 공개 청구 (1678호),"푸른마루 교차로 인근 종합청년센터에서 운영하는 놀이시설 체험 프로그램 강사 채용에 지원하려 합니다. 해당 직종의 채용절차와 각 단계별 서류심사 기준, 면접 평가 항목이 구체적으로 어떻게 운영되는지 확인이 필요합니다.",공개,6
2023-09-04,가람시 열린구 기획감사과,FOI-2023-01679,돌봄종사자 인력관리 지침 내 경력단절 여성 재취업 지원 조항 공개 (1679호),한울초 주변 통학로 돌봄종사자로 재취업 준비 중입니다. 해당 기관의 경력단절 여성 재취업 지원 지침에서 종사자 재고용 조건과 경력 인정 범위가 어떻게 규정되어 있는지 상세 내용이 공개되길 원합니다.,부분공개,20
2025-02-08,새봄시 한울구 행정지원과,FOI-2025-01680,일자리 창출사업 참여 기관별 고용조건 비교 정보 공개 (1680호),가온로 보행구간 일 일자리 창출사업 참여 기관의 임금수준과 고용조건을 비교할 수 있는 자료가 있는지 확인 요청합니다. 구직자로서 참여 기관 선택 시 참고할 수 있는 고용조건 현황 자료가 필요합니다.,부분공개,5
2025-10-17,해솔시 기획감사과,FOI-2025-01681,공공일자리 채용 시험 과목 및 출제범위 사전 안내 공개 (1681호),"누리버스 정류장 공공일자리 채용 공지가 있어 지원 준비 중입니다. 해당 채용의 필기시험 과목과 출제범위, 참고문헌 등 시험 준비에 필요한 정보가 사전 안내 자료로 있는지 확인하고 싶습니다.",부분공개,2
2024-09-19,도담군 기획감사과,FOI-2024-01682,신규 청년취업사관교육생 모집 일정 및 신청자격 기준 공개 (1682호),"현재 부모님과 새봄역 환승구역 인근 다세대주택에 거주하며 구직 중입니다. 청년취업사관 교육생 모집 일정이 언제인지, 학력 및 경력 조건 등 신청자격 기준을 구체적으로 알고 싶습니다.",공개,13
2024-06-26,도담군 기획감사과,FOI-2024-01683,취업역량강화 훈련 과정 운영 기간 및 수료 후 취업연계 현황 공개 (1683호),"해솔문화광장 청년취업지원센터에서 운영하는 취업역량강화 훈련 과정에 대해 알아보고 있습니다. 각 과정별 운영 기간이 얼마나 되는지, 수료 후 취업연계율과 연계처 현황 등 구체적 내용이 있는지 확인 요청합니다.",공개,4
2024-03-21,가람시 열린구 기획감사과,FOI-2024-01684,고용관리청 여성고용지원금 지원 대상 선정 절차 공개 (1684호),부모와 동거하며 구직 중인 상황에서 여성고용지원금 지원 대상 선정 시 어떤 기준으로 심사하는지 구체적 절차가 궁금합니다. 소득기준과 함께 우선순위 결정 방식에 대해 알고 싶습니다.,부존재,1
2022-05-11,라온군 행정지원과,FOI-2022-01685,청년구직활동비 지원 사업 참여 조건 및 지급기준 공개 (1685호),"도담천 산책로 인근 구직이며 청년구직활동비 지원 제도를 이용하려 합니다. 지원 참여 조건과 매월 지급기준, 활동 실적으로 인정되는 구체적 항목이 무엇인지 안내를 요청합니다.",부분공개,14
2022-11-18,온빛시 행정지원과,FOI-2022-01686,직업훈련 수강 후 취업 연계 프로그램 참여 방법 공개 (1686호),"가온로 보행구간 인근 직업전문학교에서, 관련 직종 훈련 과정을 고려하고 있습니다. 훈련 수료 후 취업 연계 프로그램이 있는지는 확인하였으나 구체적인 참여 방법과 연계처에 대해 알고 싶습니다.",공개,7
2022-02-06,예담시 늘품구 행정지원과,FOI-2022-01687,우리 지역 도서관 채용공고 발송 방식 및 신규직원 임용 절차 공개 (1687호),"한울초 주변 통학로 소재 공공도서관에서 사서로 재취업하고 싶습니다. 도서관 직원 채용 공고가 어떤 경로로 발송되는지, 신규직원 임용 절차가 어떻게 진행되는지 상세한 일정을 알고 싶습니다.",부분공개,11
2023-12-03,온빛시 행정지원과,FOI-2023-01688,한부모 가족지원금 신청 자격 기준 및 소득인정액 계산 방식 공개 (1688호),"자녀와 단독주택에 거주하며 한부모 가정으로 재취업 준비 중입니다. 한부모 가족지원금 신청 시 소득인정액이 어떻게 계산되는지, 부모 소득 포함 여부와 취업 후 소득 합산 기준이 궁금합니다.",부분공개,1
2022-11-08,도담군 기획감사과,FOI-2022-01689,직장어린이집 운영기관 채용 시 경력산정 기준 공개 (1689호),"사서 경력이 있어 직장어린이집 보육교사 직종 지원을 검토 중입니다. 기존 도서관 근무 경력이 보육 관련 경력으로 인정되는지, 경력 산정 시 인정 기간 계산 기준이 어떻게 되는지 확인이 필요합니다.",부존재,16
2025-02-18,온빛시 행정지원과,FOI-2025-01690,취업성공패키지 참여자 배정 기준 및 사례관리 계획 공개 (1690호),"한울초 주변 통학로 취업성공패키지 참여를 준비 중입니다. 참여자를 어떤 기준으로 기관에 배정하는지, 배정 후 사례관리 계획이 어떻게 수립되는지 구체적 내용이 있는지 확인 요청합니다.",부분공개,13
2025-08-31,빛솔시 아람구 기획감사과,FOI-2025-01691,우리 아파트 관리사무소 시설관리 직원 채용 일정 및 지원자격 공개 (1691호),"아파트 관리사무소에서 시설관리 직원을 새로 채용한다고 들었습니다. 채용 일정과 지원자격 요건, 특히 경력 사항 인정 범위를 알고 싶습니다. 현금인출기 설치 및 수리 업무 경력이 있는지 확인 부탁드립니다.",부분공개,15
2025-08-19,가람시 새빛구 행정지원과,FOI-2025-01692,체크카드 자동화설비 점검 기술자 자격기준 및 경력요건 공개 (1692호),"ATM 설치 및 수리 업무 종사자로 현 유지 중입니다. 다른 금융기관에서 자동화설비 점검 기술자를 신규 채용한다는 소식을 들었는데, 해당 직종의 자격기준과 경력 요건을 구체적으로 알고 싶습니다.",부분공개,9
2024-02-22,예담시 늘품구 행정지원과,FOI-2024-01693,아파트 경비원 전환 인력 고용조건 및 근로조건 비교 공개 (1693호),"우리 아파트 경비원들이 시설관리 직원으로 전환 고용된다는 계획이 있습니다. 전환 시 고용조건과 근로조건이 어떻게 변경되는지, 임금 수준과 근무시간이 동일하게 유지되는지 비교 자료를 확인하고 싶습니다.",부분공개,20
2024-02-16,새봄시 한울구 기획감사과,FOI-2024-01694,공공부문 무기계약 근로자 인사 결과 열람 가능 여부 확인 (1694호),"현재 공공부문에서 무기계약으로 ATM 유지보수 업무를 수행하고 있습니다. 매년 실시되는 인사 결과를 근로자가 열람할 수 있는지, 열람 가능하다면 어떤 절차로 신청하는지 확인 요청합니다.",부분공개,13
2022-01-03,라온군 기획감사과,FOI-2022-01695,우리 아파트 시설관리팀 상반기 작업일지 및 점검일정 공개 (1695호),아파트 시설관리팀에서 상반기 시설 점검 작업일지와 점검일정표를 게시한 것으로 알고 있습니다. 공개된 내용을 확인하고 싶습니다. 현금인출기 관련 점검 항목이 포함되어 있는지 특히 확인 부탁드립니다.,부분공개,5
2023-03-29,미래군 기획감사과,FOI-2023-01696,우리 지역 하역업체 현장작업 감독자 채용 시 자격조건 공개 (1696호),아파트에 거주하며 구직 중인 상황에서 세움산업단지 입구 하역업체에서 현장감독자를 채용한다는 정보를 접했습니다. 채용 시 자격조건과 경력 요구 사항이 구체적으로 어떻게 되는지 확인이 필요합니다.,부분공개,18
2024-05-25,누리시 바른구 기획감사과,FOI-2024-01697,새봄역 환승구역 물류센터 신규 직원 채용 공고 및 급여 수준 공개 (1697호),"가온로 보행구간 물류센터에서 새봄역 환승구역으로 이전하면서 신규 직원을 채용한다고 합니다. 채용 공고 일자와 지원자격, 그리고 기본급과 수당 등 급여 수준이 공개되어 있는지 확인 요청합니다.",공개,10
2023-07-12,누리시 바른구 기획감사과,FOI-2023-01698,고령자 하역작업 맞춤형 안전교육 과정 운영 현황 공개 (1698호),"나이가 들어서 하역を 계속하기 어려워지는 상황입니다. 고령자 하역작업자를 위한 맞춤형 안전교육 과정이 있는지, 운영 시기는 언제이며 어디서 수강할 수 있는지 구체적으로 알고 싶습니다.",부분공개,9
2022-10-08,라온군 행정지원과,FOI-2022-01699,우리 아파트 관리사무소 경력직 채용 시 경력 산정 범위 공개 (1699호),"우리 아파트 관리사무소에서 경력직 채용을 계획 중입니다. 이전 하역 및 적재 현장이 경력으로 인정되는지, 경력 산정 시 인정 범위와 산정 기간 계산 방식이 어떻게 되는지 확인 요청합니다.",부분공개,2
2023-10-27,세움시 맑은구 행정지원과,FOI-2023-01700,아파트 시설관리팀 작업복 및 안전장비 지급 기준 공개 (1700호),관리사무소 시설관리팀에서 작업복과 안전장비가 어떤 기준과 주기로 지급되는지 궁금합니다. 특히 하역 및 적재 작업 시 필요한 보호장비의 종류와 지급 기준을 알고 싶습니다.,부분공개,19
2023-01-15,빛솔시 아람구 건축허가과,FOI-2023-01701,열린마을 공원 운동시설 안전점검 결과 공개 청구 (1701호),"공원 운동시설의 안전 상태가 걱정되어 안전점검 결과를 확인하고자 합니다. 운동기구 가드레일 탈락 및 균열 발생 여부, 최근 실시된 안전점검 일자와 보수 이력을 요청합니다.",공개,20
2023-08-04,도담군 안전총괄과,FOI-2023-01702,푸른마루 교차로 가로등 시설 안전점검 결과 청구 (1702호),교차로 가로등 안전 점검 결과와 지지대 부식 점검 일자를 요청합니다. 가로등 작동 불량으로 보행자 사고 위험이 높아질 수 있어 안전점검 결과를 반드시 확인하고 싶습니다.,공개,3
2023-02-24,온빛시 건축허가과,FOI-2023-01703,샘물동 생활권 공공건물설비 안전점검 결과 청구 (1703호),"건물 내설비 안전점검 결과를 요청합니다. 비상구 작동 상태 및 피난 계단 구조 안전성, 최근 두 년 간 점검 일자와 개선 이력을 반드시 포함해 주시기 바랍니다.",공개,9
2024-05-20,누리시 바른구 건축허가과,FOI-2024-01704,가온로 보행구간 노후 시설물 안전점검 결과 청구 (1704호),가온로 보행구간 보도는 노후 기울기 문제가 심각합니다. 연령 대비 보행 안전에 대한 우려가 높아 안전점검 결과와 시정 이력을 반드시 확인하고자 합니다.,비공개,9
2022-07-31,예담시 늘품구 건축허가과,FOI-2022-01705,새빛시장 주변 상가 건물 외부시설 안전점검 결과 청구 (1705호),시장을 방문할 때마다 상가 외벽 낙서 및 박리 현상이 눈에 띄어 안전점검 결과를 요청합니다. 최근 두 년 간 건물 외부 붙박이 시설 안전점검 일자와 보수 이력을 확인하고 싶습니다.,공개,15
2025-03-24,라온군 안전총괄과,FOI-2025-01706,미래복합센터 다중이용시설 기계식 주차설비 안전점검 결과 청구 (1706호),복합시설 지하주차장 기계식 주차설비 작동 이상 보고가 있어 안전점검 결과를 확인합니다. 주차설비 안전점검 일자와 최근 이 년 간 유지보수 이력을 반드시 포함해 주십시오.,부분공개,15
2024-06-25,도담군 안전총괄과,FOI-2024-01707,도담천 산책로 한울초등학교 인접 구간 안전점검 결과 청구 (1707호),"도담천 산책로 중 한울초등학교 인접 구간은, 으로 어린이가 자주 이용합니다. 안전한 보행 환경 확인을 위해 기존 안전점검 결과를 요청하며 가드레일 및 조명 유지보수 이력을 확인하고 싶습니다.",부분공개,8
2025-05-10,여울시 단비구 건축허가과,FOI-2025-01708,맑은마을 아파트 단지의 공용부분 안전점검 결과 청구 (1708호),"아파트 공용부분 안전점검 결과를 요청합니다. 놀이터 시설물 및 벤치의 균열과 부식 상태, 최근 삼 년 간 안전점검 일자와 보수 이력을 반드시 포함해 주시기 바랍니다.",공개,12
2024-11-29,빛솔시 아람구 건축허가과,FOI-2024-01709,가람공공청사 내 커뮤니티센터 시설 안전점검 결과 청구 (1709호),커뮤니티센터 건물 구조 점검 결과와 승강기 안전점검 이력을 요청합니다. 고층시설 점검 결과도 반드시 포함해 주시기 바랍니다. 엑셀 파일 형태의 자료를 우선 제공해 주십시오.,부분공개,15
2023-12-02,가람시 새빛구 안전총괄과,FOI-2023-01710,새빛시장 주변 음식 제조 판매업체 위생안전 점검 결과 청구 (1710호),"시장 내 음식 제조 판매업체 위생 점검 결과를 요청합니다. 식품 관련 영업의 위생시설 안전 점검 결과와 시정 지시 사항, 최근 이 년 간 행정 처분 이력을 반드시 확인하고 싶습니다.",부분공개,6
2024-12-15,라온군 안전총괄과,FOI-2024-01711,누리버스 정류장실 안전점검 결과 및 방범시설 이력 청구 (1711호),혼자 버스를 기다릴 때실 안전이 걱정되어 안전점검 결과를 요청합니다. 정류장 내 방범시설 작동 상태 및 안전 점검 일자와 보수 이력을 반드시 포함해 주시기 바랍니다.,공개,14
2024-11-24,세움시 맑은구 안전총괄과,FOI-2024-01712,라온체육센터 운동기구 안전점검 결과 공개 청구 (1712호),체육센터 운동기구 안전이 걱정되어 안전점검 결과를 확인합니다. 실내외 운동기구 고정 상태 점검 결과와 최근 이 년 간 보수 이력을 반드시 포함해 주시기 바랍니다.,공개,19
2024-04-14,온빛시 건축허가과,FOI-2024-01713,새봄역 환승구역 다세대주택 공용부분 안전점검 결과 청구 (1713호),"다세대주택 연립으로 공용복도 및 계단 안전이 중요합니다. 공용부분 안전점검 결과와 수리 이력을 반드시 확인하고자 하며, 최근 삼 년 간 안전 점검 일자와 보수 이력을 요청합니다.",부분공개,11
2022-08-21,빛솔시 아람구 건축허가과,FOI-2022-01714,한들동 생활권 커뮤니티센터시설 안전점검 결과 청구 (1714호),커뮤니티센터 놀이방 시설 안전이 걱정되어 안전점검 결과를 요청합니다. 시설물 부착물 탈락 및 균열 상태 점검 결과와 보수 이력을 반드시 포함해 주시기 바랍니다.,부분공개,16
2022-03-07,미래군 안전총괄과,FOI-2022-01715,빛솔광장 일대 가로등 및 교통안전 시설 안전점검 결과 청구 (1715호),빛솔광장 주변 가로등 및 신호기 가동 상태가 불안정하여 안전점검 결과를 요청합니다. 가로등 지지대 안전 점검 결과와 신호기 제어장치 점검 이력을 반드시 포함해 주시기 바랍니다.,공개,10
2022-09-27,미래군 건축허가과,FOI-2022-01716,미르로 교차로 횡단보도 안전점검 결과 청구 (1716호),교차로 횡단보도 포장 상태 및 차선 도색 안전점검 결과를 요청합니다. 노후 포장 와 신호주기 조정 이력을 반드시 확인하고 싶습니다.,공개,11
2022-10-12,온빛시 건축허가과,FOI-2022-01717,새빛시장 주변 공중전화 부스 안전점검 결과 및 보수 이력 청구 (1717호),시장 주변 공중전화 부스 전선 노후화가 우려되어 안전점검 결과를 요청합니다. 부스 구조물 안전 점검 결과와 최근 이 년 간 교체 이력을 반드시 포함해 주시기 바랍니다.,비공개,10
2023-11-23,예담시 늘품구 안전총괄과,FOI-2023-01718,온빛도서관 앞 보행자 보호시설 안전점검 결과 청구 (1718호),도서관 앞 무단횡단 다발 구간의 보행자 보호시설 안전이 걱정됩니다. 과속 방지턱 및 미끄럼방지 포장의 점검 결과와 최근 삼 년 간 보수 이력을 요청합니다.,공개,7
2023-04-10,가람시 열린구 건축허가과,FOI-2023-01719,가람공공청사 주변 노후상가 외벽 안전점검 결과 청구 (1719호),공공청사 주변 노후 상가 건물 외벽 박리가 우려되어 안전점검 결과를 요청합니다. 외벽 붙박이 시설 안전 점검 결과와 낙하 방지 조치 이력을 반드시 포함해 주시기 바랍니다.,공개,7
2022-02-12,미래군 건축허가과,FOI-2022-01720,세움산업단지 입구 주변 포장 도로 안전점검 결과 청구 (1720호),산업단지 입구 대형차량 왕복으로 포장 도로 손상이 심합니다. 도로 포장 안전점검 결과와 굴곡 보강 이력을 반드시 확인하고자 합니다. 현장 사진 첨부도 요청합니다.,공개,2
2023-11-05,가람시 새빛구 건축허가과,FOI-2023-01721,너울천 산책로 조명시설 안전점검 결과 및 유지보수 이력 청구 (1721호),"산책로 야간 조명이 충분하지 않아 안전이 걱정됩니다. 조명시설 안전점검 결과와 전구 교체 이력을 요청하며, 전구 수명 주기 및 절 장치 작동 여부도 반드시 포함해 주십시오.",부분공개,9
2024-06-27,도담군 건축허가과,FOI-2024-01722,한울초등학교 급식실 식품 위생 및 시설 안전 점검 결과 청구 (1722호),자녀 학교 급식실 식품 위생 및 배관 시설 안전이 걱정되어 점검 결과를 요청합니다. 급식실 배관 및 환기 시설 안전점검 결과와 냉장고 점검 이력을 반드시 포함해 주시기 바랍니다.,부분공개,4
2023-02-20,여울시 단비구 건축허가과,FOI-2023-01723,해솔문화광장 분수 및 조경 시설 안전점검 결과 청구 (1723호),문화광장 분수 시설 전선 노후화와 조명 기구 균열이 눈에 띄어 안전점검 결과를 요청합니다. 분수 및 조경 시설 안전점검 결과와 보수 이력을 반드시 포함해 주시기 바랍니다.,부분공개,12
2025-10-05,가람시 열린구 안전총괄과,FOI-2025-01724,샘물동 생활권 내 놀이터 시설 안전점검 결과 및 고장 신고 이력 청구 (1724호),생활권 놀이터 그네 고정에 불안정함이 느껴져 안전점검 결과를 요청합니다. 놀이터 시설 안전점검 결과와 고장 신고 및 수선 이력을 반드시 포함해 주시기 바랍니다. 시설 등록일 기준 삼 년치 자료가 필요합니다.,부분공개,8
2023-12-14,미래군 안전총괄과,FOI-2023-01725,미르로 교차로 보행로 탄|gfalt 포장 안전점검 결과 청구 (1725호),보행로 미끄럼 현상이 심하여 안전점검 결과를 요청합니다. 노후 보행로 탄|falt 포장 안전점검 결과와 최근 삼 년 간 보수 이력을 반드시 포함해 주시기 바랍니다. 현장 사진 첨부도 요청합니다.,부분공개,11
2024-08-05,해솔시 환경위생과,FOI-2024-01726,푸른마루 교차로 일대 식품접객업소 최근 3년 점검 실적 및 지적사항 조회 (1726호),"전직 유통 및 매장 감시원 경력이 있어 현재도 식품관련 행정 투명성에 관심이 많습니다. 푸른마루 교차로 주변 식당가에서 최근 3년간 실시된 위생 점검 실적, 적발 위반유형, 시정명령 및 과태료 부과 내역을 조회하고자 합니다. 점검 시기별 지적사항 비율과 개선 조치 완료 여부도 포함해 주시기 바랍니다.",부분공개,19
2023-08-26,가람시 열린구 환경위생과,FOI-2023-01727,다단계 유통 식품 영업장 위생관리 기준 및 감독체계 변화 내역 (1727호),"유통업계에서 근무하며 현장감시를 경험한 바 있어 현재 업계의 위생관리 기준이 어떻게 변화해 왔는지 알고 싶습니다. 최근 5년간 식품위생법 시행규칙 개정 내용, 영업장 위생관리 기준 강화 사항, 감시원 배치 기준 내용을 조회해 주세요. 유통센터 및 물류창고 관련 점검 실적도 포함해 주시면 감사하겠습니다.",부분공개,8
2025-10-05,해솔시 환경위생과,FOI-2025-01728,샘물동 생활권 학교 주변 식품판매업소 점검결과 및 행정처분 현황 (1728호),"현재 구직중인으로 식품안전 관련 일자리를 찾고 있으며, 학교 주변 식품판매업소의 위생 상태가 특히 걱정됩니다. 샘물동 생활권 내 초중고 학교 반경 200미터 이내 식품판매업소 최근 2년간의 위생 점검 결과, 적발 위반사항, 영업정지 등 행정처분 내역을 알려주시기 바랍니다. 집단식중독 발생 여부도 포함해 주세요.",부분공개,17
2023-10-04,빛솔시 아람구 보건행정과,FOI-2023-01729,위생점검 감시원 채용 및 교육과정 운영 현황과 자격기준 변경 내역 (1729호),"전 직장 경험을 바탕으로 다시 식품감시 분야에 복귀하고자 준비중입니다. 현재 우리 지역 위생점검 감시원 채용공고 기준, 필수 자격요건, 직무교육과정 운영 내용, 수당 및 근로조건 등에 대한 정보를 요청합니다. 최근 채용 경쟁률 및 최종 합격자 현황도 알려주시면 취업 준비에 참고하겠습니다.",부분공개,11
2025-12-06,빛솔시 아람구 보건행정과,FOI-2025-01730,배달 음식 전문점 위생등급제 도입 이후 평가결과 및 소비자가입 변화 (1730호),"유통업에서 배달플랫폼 경쟁이 심화되는 가운데 위생등급제가 소비선택에 미치는 영향을 분석해 보고 싶습니다. 우리 지역 배달전문점 위생등급제 평가 결과 분포, 등급별 매출변화 추이, 소비자기입 변화 조사결과, 등급 미인증 현황 등을 조회해 주시기 바랍니다. 등급제 관련 민원 처리건수도 포함해 주세요.",부분공개,6
2024-07-13,세움시 맑은구 보건행정과,FOI-2024-01731,아파트 관리사무소 대응 식품중독 집단발생 시 매뉴얼 및 조치내역 (1731호),"아파트 거주자로서 관리사무소의 식품안전 대응능력이 걱정됩니다. 우리 아파트 단지가 포함된 생활권에서 발생한 식중독 의심 사례에 대한 관리사무소 대응 매뉴얼, 초기 신고절차, 입주자대표회의 보고 내용, 시군구 보고 및 조치결과를 조회해 주시기 바랍니다. 최근 3년간 우리 시 Foodborne outbreak 관련 민원처리 기록도 포함해 주세요.",공개,4
2025-01-06,예담시 늘품구 환경위생과,FOI-2025-01732,아파트 주변 새빛시장 식품업체 위생점검 일정 및 사후관리 현황 (1732호),"분양 및 임대 사무직에 종사하며 부동산 고객들로부터 아파트 주변 상가 위생 환경에 대한 문의가 많습니다. 새빛시장 내 식품관련업체 최근 1년간 점검일정, 점검예정목록 공지여부, 점검 후 시정요구사항, 재점검 실시여부 및 결과를 알려주시기 바랍니다. 점검결과에 대한 입주자 통보 방식도 확인하고 싶습니다.",공개,8
2023-10-09,라온군 환경위생과,FOI-2023-01733,음식점 위생등급 인증 신청 절차 및 공인기관 지정 현황 (1733호),"부동산 임대 업무 중 식당차입 문의가 자주 들어옵니다. 음식점 위생등급 인증 신청 절차, 필요서류, 수수료, 처리기간, 공인평가기관 지정 현황, 우리 지역 인증업체 수 및 등급분포를 알려주시기 바랍니다. 등급인증이 임대차 계약 체결에 미치는 영향도 참고할 수 있는 자료가 있으면 함께 제공해 주세요.",공개,20
2023-05-03,누리시 바른구 환경위생과,FOI-2023-01734,"아파트 실내 공용시설 식품취급, 구역 지정 및 관리 현황 (1734호)","배우자와 함께 거주하며 단지 내 식품안전관리 수준을 확인하고 싶습니다. 아파트 단지의 공동현관, 엘리베이터, 주차장 등 공용시설에서의 식품 취급 관련 관리규약, 위반시 제재내역, 관리주체인 관리사무소 교육이수 현황을 조회해 주시기 바랍니다. 최근 2년간 단지 내 식품관련 민원이 발생한 경우 그 처리결과도 알려주세요.",부분공개,17
2025-03-20,여울시 단비구 환경위생과,FOI-2025-01735,음식물쓰레기 수거업체 점검기록 및 위생환경 개선사업 추진 현황 (1735호),"분양임대 사무 경험에서 음식물쓰레기 처리 과정이 아파트 위생환경에 핵심임을 알고 있습니다. 우리 지역 음식물쓰레기 수거처리 위탁업체 선정 기준, 업체별 점검평가 결과, 위생환경 개선 국비사업 신청 및 집행 현황, 개선 후 효과분석 자료를 요청합니다. 쓰레기 수거차량 위생상태 점검결과도 포함해 주세요.",공개,6
2022-03-24,세움시 맑은구 환경위생과,FOI-2022-01736,한울초 주변 통학로 인근 식품판매업소 어린이 식품안전 특별점검 결과 (1736호),"전직 유치원 교사로서 학생들의 안전이 가장 걱정됩니다. 한울초 주변 통학로 반경 300미터 내 식품판매업소 대상으로 실시된 어린이 식품안전 특별점검 결과, 적발 위반사항, 행정처분 종류 및 기간,소 개선 이행 여부를 알려주시기 바랍니다. 특별점검 실시 시기 및 횟수, 점검항목 포함해 주세요.",부분공개,4
2025-11-11,빛솔시 아람구 환경위생과,FOI-2025-01737,유치원 및 학원 식품급식 위생관리 기준과 검사실적 현황 (1737호),"교사 경력을 바탕으로 현재 관련 분야 일자리를 탐색중입니다. 우리 지역 유치원 및 학원 급식 관련 위생관리 기준, 식품위생 선임 현황, 영양사 자격기준, 최근 3년간 실시된 식품검사 실적 및 불합격업체 조치내역을 조회해 주세요. 학원 급식이 제공되는 시설 수 및 비율도 알려주시기 바랍니다.",비공개,6
2024-06-19,도담군 환경위생과,FOI-2024-01738,미래복합센터 인근 놀이시설 주변 급식시설 점검 및 행정처분 내역 (1738호),"부모님과 함께 거주하며 어린이 관련 시설 안전성을 확인하고자 합니다. 미래복합센터 인근 학원가 및놀이시설 주변 식품취급업소 최근 2년간 위생점검 결과, 적발 위반사항, 시정명령 이행 현황, 행정처분 기록을 요청합니다. 특별기간인 방학 중 합동점검 추진 내용 및 결과도 포함해 주세요.",공개,14
2022-02-27,누리시 바른구 환경위생과,FOI-2022-01739,식품관련 업종 구직자를 위한 무료 위생교육 과정 운영 현황 및 신청방법 (1739호),"현재 부모님と하며 구직중에 있어 식품관련 자격증 취득을 준비중입니다. 우리 지역 무료 위생교육 과정 운영 현황, 교육과정 종류 및 일정, 수강료 지원사업, 수료 후 취업알선 지원 현황 등을 알려주시기 바랍니다. 교육 수료 후 자격시험 응시료 지원 여부 및 최근 수료생 취업률도 포함해 주세요.",부분공개,10
2023-04-29,여울시 단비구 환경위생과,FOI-2023-01740,누리버스 정류장 주변 야외 음식 BrouwerijFestival 관련 위생관리 현황 (1740호),"부모님과 함께 거주하며 지역 축제 위생안전성을 확인하고 싶습니다. 누리버스 정류장 주변에서 개최된 야외 음식 행사 최근 3건에 대한 위생관리 계획서 제출여부, 현장 점검 실시 여부, 위반사항 지적 및 조치 결과, 행사후 음식물쓰레기 처리 현황을 요청합니다. 야외 음식 제조 판매 기준 포함해 주세요.",부분공개,3
